id,price
1,608784.875
2,618233.5
3,477541.09375
4,389003.625
5,910738.4375
6,420386.25
7,185667.265625
8,356570.25
9,305912.625
10,492804.28125
11,1041407.8125
12,329160.875
13,1768302.625
14,484530.5625
15,542433.875
16,1387516.625
17,515366.15625
18,382734.53125
19,522540.9375
20,415880.40625
21,500001.0625
22,1284526.875
23,530231.6875
24,657468.0
25,295143.53125
26,198862.359375
27,638628.375
28,231900.203125
29,595586.125
30,183083.28125
31,678220.625
32,682885.25
33,440157.625
34,168594.734375
35,223050.46875
36,197187.203125
37,257188.9375
38,539226.3125
39,617586.875
40,686234.625
41,571075.75
42,450620.25
43,839118.875
44,201601.59375
45,252058.0
46,554307.5
47,416747.34375
48,796464.0
49,892911.0
50,2627072.25
51,340195.65625
52,842879.0625
53,735915.0
54,335021.03125
55,503977.5
56,484619.0
57,578669.625
58,548613.25
59,239558.0
60,232676.296875
61,214993.640625
62,243548.859375
63,409365.84375
64,781627.625
65,276440.75
66,478292.375
67,798116.0
68,316452.03125
69,781116.375
70,569241.375
71,459056.5
72,424402.0625
73,651159.625
74,874459.5
75,450815.125
76,3417055.5
77,302198.875
78,673017.1875
79,458645.03125
80,2086959.75
81,215462.015625
82,434852.5625
83,425878.6875
84,764253.25
85,365466.875
86,421602.75
87,415884.5
88,298590.125
89,336067.3125
90,231236.21875
91,499809.71875
92,262725.125
93,547649.0625
94,411963.6875
95,800997.5625
96,594660.125
97,1113330.0
98,397220.0
99,653246.9375
100,263016.1875
101,524883.625
102,466945.4375
103,278146.8125
104,503385.3125
105,255351.546875
106,775273.5
107,600832.75
108,407009.0625
109,636209.9375
110,363965.625
111,596955.875
112,530677.4375
113,274220.6875
114,416072.21875
115,222352.375
116,364151.46875
117,275717.625
118,933785.0
119,166202.5625
120,264789.84375
121,1065955.125
122,280940.71875
123,337675.5625
124,582854.0
125,293464.0625
126,296644.78125
127,619113.875
128,713343.625
129,789751.5
130,218494.96875
131,635850.1875
132,461621.5625
133,334553.0625
134,423158.0625
135,427639.90625
136,613183.3125
137,1176656.125
138,272593.90625
139,503914.125
140,717558.875
141,653198.25
142,293825.1875
143,628567.375
144,542713.5
145,520285.09375
146,772459.5
147,1831033.0
148,310476.15625
149,472193.6875
150,1039160.75
151,1420675.0
152,941979.6875
153,295093.15625
154,857276.5
155,503913.6875
156,271915.25
157,179190.0
158,417595.65625
159,200503.390625
160,469372.65625
161,640210.375
162,468145.3125
163,542248.125
164,461396.78125
165,526831.0625
166,363536.15625
167,456716.1875
168,568736.9375
169,266143.84375
170,470715.0625
171,541316.25
172,605958.875
173,174897.390625
174,293353.3125
175,391777.03125
176,273694.4375
177,301486.3125
178,380474.25
179,401096.5625
180,191062.96875
181,598303.0
182,374738.71875
183,446439.875
184,950508.25
185,408523.75
186,402352.0
187,675664.5
188,437837.40625
189,609683.5
190,540675.25
191,260856.046875
192,785548.75
193,371225.5625
194,236976.359375
195,391828.0
196,175816.859375
197,270418.75
198,1058069.0
199,217453.171875
200,551748.0
201,271613.8125
202,465735.3125
203,754944.75
204,1308386.625
205,824273.375
206,193366.578125
207,736937.625
208,574876.1875
209,225474.890625
210,426006.4375
211,272427.0
212,566966.9375
213,254755.421875
214,236446.796875
215,650956.625
216,307107.9375
217,282441.5
218,648223.0
219,500590.125
220,593726.75
221,456142.6875
222,811314.0
223,256971.828125
224,226770.328125
225,202405.859375
226,1019945.875
227,401440.53125
228,307576.6875
229,1674964.125
230,589080.375
231,858651.875
232,447330.40625
233,190885.828125
234,496787.96875
235,521062.34375
236,895582.75
237,246106.171875
238,490006.6875
239,504924.5625
240,189480.046875
241,360397.1875
242,423408.03125
243,1100306.125
244,287817.21875
245,1004698.8125
246,196183.015625
247,645291.125
248,4288170.0
249,251856.25
250,225184.1875
251,267148.1875
252,352910.5
253,336431.75
254,324349.9375
255,316655.125
256,347623.1875
257,411480.875
258,1023819.875
259,268660.84375
260,292690.875
261,303943.4375
262,724756.25
263,686214.625
264,464249.5625
265,1048656.0
266,817793.0
267,301506.4375
268,429768.125
269,453747.875
270,505701.9375
271,393237.75
272,437487.125
273,500300.25
274,498547.3125
275,405478.15625
276,441172.84375
277,785809.4375
278,338860.53125
279,193559.328125
280,492243.15625
281,449588.71875
282,335258.125
283,457068.4375
284,439473.6875
285,1127197.25
286,700105.625
287,257833.734375
288,895237.5625
289,356207.8125
290,750165.875
291,607966.5
292,233283.96875
293,466524.4375
294,714366.3125
295,229882.21875
296,519633.96875
297,253818.5
298,473012.125
299,237253.5
300,696326.5
301,1736576.625
302,320746.6875
303,813174.0
304,909987.25
305,443913.25
306,465556.375
307,434685.6875
308,689228.5
309,233664.890625
310,170029.484375
311,648836.0
312,420700.78125
313,482033.25
314,542955.9375
315,513107.125
316,508271.375
317,586594.3125
318,1413673.0
319,439589.125
320,597493.125
321,504245.8125
322,456250.375
323,430012.25
324,453987.625
325,1005343.0625
326,517456.65625
327,467780.875
328,680380.375
329,1059830.625
330,325490.34375
331,399525.78125
332,759615.0
333,273367.25
334,410596.625
335,301057.8125
336,312015.125
337,908653.3125
338,816006.5
339,467841.875
340,386108.21875
341,261489.640625
342,838526.9375
343,552963.25
344,326172.0
345,620043.875
346,419207.28125
347,351365.625
348,666641.875
349,1269989.625
350,210872.484375
351,173953.390625
352,674267.125
353,423333.125
354,501264.3125
355,876738.625
356,169548.921875
357,281844.3125
358,764831.875
359,361341.125
360,565312.875
361,573660.6875
362,654740.4375
363,570297.75
364,603970.75
365,854911.375
366,292719.375
367,210036.609375
368,359597.4375
369,469165.5
370,276618.9375
371,592423.875
372,243113.03125
373,445851.3125
374,327448.125
375,198805.671875
376,956458.875
377,390269.625
378,466188.5
379,528961.875
380,1061360.125
381,563231.0
382,561541.9375
383,222343.109375
384,338941.8125
385,419654.53125
386,280581.8125
387,584369.125
388,352302.8125
389,270331.75
